Country Code,Country Name,Indicator Code,Indicator Name,Year,Value
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2013,71.78
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2014,72.78
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2015,74.61
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2016,74.83
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2017,73.16
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2018,73.24
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2019,76.01
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2020,75.13
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2021,76.52
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2022,77.38
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2023,76.58
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2024,75.78
CHE,Switzerland,SE.SEC.CMPT.LO.ZS,lower_secondary_completion,2025,88.03
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1900,24.88
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1901,23.97
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1902,23.59
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1903,22.59
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1904,22.67
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1905,18.84
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1906,23.72
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1907,25.79
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1908,25.51
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1909,30.24
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1910,23.33
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1911,24.41
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1912,29.52
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1913,22.76
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1914,27.93
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1915,26.1
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1916,26.68
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1917,22.22
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1918,24.33
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1919,25.57
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1920,19.47
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1921,23.41
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1922,18.58
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1923,21.06
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1924,20.78
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1925,20.45
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1926,27.12
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1927,24.61
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1928,17.82
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1929,16.65
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1930,23.86
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1931,23.18
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1932,21.88
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1933,23.19
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1934,19.98
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1935,19.95
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1936,19.24
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1937,20.61
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1938,12.7
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1939,22.48
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1940,19.53
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1941,25.15
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1942,20.92
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1943,20.0
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1944,28.53
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1945,21.34
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1946,18.26
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1947,24.45
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1948,20.65
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1949,24.68
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1950,23.89
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1951,25.92
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1952,25.18
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1953,19.62
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1954,22.41
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1955,22.96
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1956,17.93
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1957,30.17
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1958,25.57
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1959,20.46
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1960,20.11
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1961,22.64
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1962,21.51
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1963,22.74
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1964,22.06
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1965,24.44
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1966,23.24
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1967,22.98
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1968,21.45
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1969,20.34
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1970,23.17
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1971,24.39
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1972,18.13
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1973,20.27
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1974,20.58
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1975,25.09
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1976,25.34
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1977,22.84
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1978,17.83
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1979,23.39
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1980,17.09
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1981,26.37
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1982,14.03
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1983,20.21
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1984,15.87
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1985,21.22
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1986,17.4
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1987,23.54
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1988,19.41
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1989,19.69
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1990,15.8
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1991,19.61
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1992,16.18
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1993,19.22
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1994,23.52
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1995,21.51
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1996,13.0
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1997,21.05
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1998,20.45
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,1999,20.87
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2000,19.98
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2001,21.74
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2002,23.18
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2003,23.58
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2004,16.41
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2005,27.19
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2006,23.73
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2007,21.99
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2008,15.54
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2009,24.02
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2010,19.46
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2011,20.29
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2012,19.77
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2013,13.16
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2014,20.99
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2015,18.39
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2016,16.68
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2017,19.27
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2018,10.2
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2019,13.07
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2020,20.29
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2021,19.08
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2022,15.52
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2023,14.74
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2024,19.4
CHE,Switzerland,SE.SEC.ENRL.TC.ZS,pupil_teacher_secondary,2025,18.54
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1900,61.74
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1901,71.08
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1902,76.06
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1903,51.07
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1904,71.18
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1905,66.96
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1906,75.04
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1907,84.83
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1908,69.83
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1909,80.99
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1910,55.36
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1911,69.77
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1912,60.48
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1913,60.36
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1914,59.68
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1915,71.83
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1916,56.85
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1917,65.1
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1918,52.5
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1919,71.95
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1920,73.2
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1921,55.64
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1922,53.37
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1923,75.89
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1924,75.44
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1925,64.79
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1926,59.45
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1927,68.1
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1928,77.05
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1929,69.85
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1930,58.27
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1931,84.69
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1932,75.79
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1933,68.6
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1934,82.4
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1935,78.7
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1936,81.33
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1937,95.4
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1938,85.32
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1939,52.91
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1940,71.13
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1941,68.59
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1942,71.2
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1943,78.2
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1944,76.47
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1945,71.29
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1946,81.04
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1947,88.52
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1948,59.69
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1949,70.72
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1950,70.82
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1951,73.9
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1952,86.93
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1953,85.83
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1954,73.44
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1955,77.83
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1956,65.59
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1957,75.42
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1958,69.4
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1959,69.93
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1960,52.3
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1961,51.77
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1962,54.41
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1963,54.03
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1964,51.53
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1965,56.51
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1966,56.97
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1967,52.95
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1968,56.13
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1969,56.91
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1970,56.89
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1971,56.48
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1972,57.5
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1973,56.89
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1974,59.08
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1975,60.15
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1976,60.51
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1977,60.94
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1978,59.15
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1979,61.55
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1980,59.59
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1981,64.96
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1982,62.52
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1983,63.87
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1984,60.5
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1985,63.86
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1986,65.02
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1987,64.06
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1988,59.79
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1989,65.46
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1990,66.7
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1991,65.4
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1992,66.3
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1993,105.0
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1994,67.31
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1995,69.31
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1996,67.33
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1997,68.04
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1998,67.68
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,1999,68.52
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2000,70.46
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2001,67.32
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2002,69.59
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2003,69.48
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2004,68.51
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2005,70.87
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2006,70.73
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2007,73.95
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2008,70.31
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2009,73.28
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2010,72.61
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2011,73.65
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2012,74.01
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2013,72.19
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2014,76.79
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2015,73.65
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2016,87.9
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2017,75.88
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2018,73.82
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2019,77.68
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2020,77.08
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2021,77.59
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2022,78.85
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2023,81.17
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2024,80.06
CHE,Switzerland,SE.SEC.ENRR,enrollment_secondary,2025,87.89
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1900,31.01
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1901,30.56
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1902,29.56
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1903,26.96
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1904,13.06
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1905,19.2
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1906,15.99
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1907,28.07
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1908,34.7
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1909,24.52
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1910,33.19
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1911,47.82
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1912,30.49
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1913,7.5
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1914,53.72
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1915,21.95
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1916,31.26
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1917,22.12
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1918,23.82
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1919,40.05
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1920,59.37
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1921,31.17
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1922,24.16
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1923,16.17
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1924,41.45
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1925,28.74
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1926,44.83
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1927,45.19
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1928,23.25
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1929,37.43
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1930,48.35
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1931,25.94
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1932,37.68
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1933,50.28
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1934,53.94
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1935,24.17
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1936,40.09
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1937,29.12
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1938,14.99
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1939,11.53
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1940,38.15
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1941,57.57
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1942,42.48
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1943,23.73
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1944,25.12
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1945,62.65
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1946,45.01
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1947,40.74
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1948,37.76
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1949,49.02
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1950,61.41
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1951,42.56
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1952,50.82
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1953,56.26
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1954,38.39
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1955,59.62
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1956,37.83
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1957,65.04
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1958,75.86
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1959,57.47
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1960,10.0
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1961,10.0
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1962,10.0
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1963,10.0
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1964,10.0
CHE,Switzerland,SE.TER.ENRR,tertiary_enrollment,1965,61.18
